,elements,papername,author,year,state,charge,defect,Ed,title,doi,measurement_technique,defectID,Ed_a,Ed_h,dEd_h,isbn,comments,k,sample.growth,sample.dopant,sample.incorporation,sigma_ha,sigma_ea,dEd_a,e_h,sample.resistivity,measurement_details.Ur,measurement_data.T,measurement_data.e,sigma_h,dsigma_e,sigma_e,measurement_details.T,measurement_details.tp,dEd,dk,measurement_details.single_shot,dsigma_ea,issn,linked,c_e,c_h,e_e,measurement_details.Up,measurement_details.Rw,dsigma_ha,dsigma_h,measurement_details.low_field
9,"['O', 'Si', 'Si']",mukashev1982,mukashev,1982,"['', 'v', 'v']",,O_Si_vSi_v,None,Studies of radiation defects in hydrogen implanted silicon by deep level transient spectroscopy,10.1080/00337578208229928,DLTS,O_Si_vSi_v_mukashev1982_1982_None,Ev+0.33,,,,measurement data taken from laplace DLTS database. Out at 673K for 10 min. A center,,CZ,boron,irridation,,,0.015,,22,5.0,"159.9,176,195.5,219.5","1,10,100,1000",,,,,,,,,,,,,,,,,,,
311,"['Si', 'Si']",benton1982,benton,1982,"['v', 'v']",,Si_vSi_v,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Si_vSi_v_benton1982_1982_None,Ec-0.23,,,,"Emission rate at 1.8 ms at 245 K, Irradiated with 1 Mev",,"FZ,CZ",,,,2e-16,,,,,,,,,,,,,,,,,,,,,,,,,
231,"['C', 'C']",benton1982,benton,1982,"['s', 'i']",,C_iC_s,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,C_iC_s_benton1982_1982_None,Ev+0.36,,,,"Emission rate at 1.8 ms at 225 K, ",,"FZ,CZ",,,8e-17,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"['O', 'Si']",brotherton1982,brotherton,1982,"['', 'v']",d,O_Si_v,None,Defect production and lifetime control in electron and γ-irradiated silicon,10.1063/1.331460,DLTS-Cr,O_Si_vd_brotherton1982_1982_None,Ec-0.169,Ec-0.169,0.015,,"A center, Out at 570 for 30 min. measurement data taken from laplace DLTS database.",,FZ,phosphorus,irridation,,,0.015,,60,,"77,84.2,92.8,103.3","1,10,100,1000",,2.00E-15,1.00E-14,,,,,,,,,,,,,,,,
177,"['Fe', 'Ga']",wunstel1982,wunstel,1982,"['i', 's']",d,Fe_iGa_s,None,Interstitial iron and iron-acceptor pairs in silicon,10.1007/BF00619081,DLTS-Cr,Fe_iGa_sd_wunstel1982_1982_None,Ev+0.24,,,,Capture cross section at 300 K,,FZ,gallium,thermal,,,,,0.3-100,,,,,,,,,,,,,,,,,,,,,,
614,['N'],tokumaru1982_1,tokumaru,1982,[''],,N_,None,Deep Levels Associated with Nitrogen in Silicon,10.1143/JJAP.21.L443,DLTS,N__tokumaru1982_1_1982_None,Ec-0.28,,,,,,FZ,"boron, phosphorus",melt,,5e-16,,,"30,100",,,,,,,,,,,,,,,,,,,,,,
742,"['B', 'Fe']",wunstel1982,wunstel,1982,"['s', 'i']",d,B_sFe_i,None,Interstitial iron and iron-acceptor pairs in silicon,10.1007/BF00619081,Hall,B_sFe_id_wunstel1982_1982_None,Ev+0.09,,,,,,FZ,boron,thermal,,,,,0.3-100,,,,,,,,,,,,,,,,,,,,,,
1211,['Ni'],benton1982_1,benton,1982,[''],,Ni_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Ni__benton1982_1_1982_None,Ec-0.14,,,,"Emission rate at 1.8 ms at 88 K, quenched",,FZ,,,,3.9999999999999995e-15,,,,,,,,,,,,,,,,,,,,,,,,,
1020,['Unknown'],brotherton1982,brotherton,1982,[''],,Unknown_,None,Defect production and lifetime control in electron and γ-irradiated silicon,10.1063/1.331460,DLTS,Unknown__brotherton1982_1982_None,Ec-0.09,,,,Out at 550 K for 4.5 hours.,,FZ,phosphorus,irridation,,,0.015,,60,,,,,1e-13 * exp(-0.08/kT),5e-13 * exp(-0.08/kT),,,,,,,,,,,,,,,,
373,['Si'],kveder1982_9,kveder,1982,['d'],,Si_d,None,On the Energy Spectrum of Dislocations in Silicon,10.1002/pssa.2210720233,DLTS-Cr,Si_d_kveder1982_9_1982_None,,Ev+0.35,,,Instead of transient a log behaviour is observed with time. This is expected to arrise from the charge on a disslocation.,,FZ,boron,deformation,,,,,1,,,,,,,,,,,,,,,,,,,,,,
372,['Si'],kveder1982_8,kveder,1982,['d'],,Si_d,None,On the Energy Spectrum of Dislocations in Silicon,10.1002/pssa.2210720233,DLTS-Cr,Si_d_kveder1982_8_1982_None,,Ev+0.67,,,Instead of transient a log behaviour is observed with time. This is expected to arrise from the charge on a disslocation.,,FZ,boron,deformation,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1021,['Unknown'],brotherton1982_1,brotherton,1982,[''],,Unknown_,None,Defect production and lifetime control in electron and γ-irradiated silicon,10.1063/1.331460,DLTS,Unknown__brotherton1982_1_1982_None,Ec-0.363,,,,In at 520 K,,FZ,phosphorus,irridation,,1.40E-15,,,60,,,,,,,,,,,,,,,,,,,,,,
313,"['Si', 'Si']",benton1982_2,benton,1982,"['v', 'v']",,Si_vSi_v,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Si_vSi_v_benton1982_2_1982_None,Ev+0.21,,,,"Emission rate at 1.8 ms at 237 K, Irradiated with 1 Mev",,"FZ,CZ",,,2e-16,,,,,,,,,,,,,,,,,,,,,,,,,,
291,['Cu'],benton1982_1,benton,1982,[''],,Cu_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Cu__benton1982_1_1982_None,Ev+0.41,,,,"Emission rate at 1.8 ms at 242 K, quenched",,FZ,,,8e-14,,,,,,,,,,,,,,,,,,,,,,,,,,
371,['Si'],kveder1982_7,kveder,1982,['d'],,Si_d,None,On the Energy Spectrum of Dislocations in Silicon,10.1002/pssa.2210720233,DLTS-Cr,Si_d_kveder1982_7_1982_None,,Ev+0.47,,,Instead of transient a log behaviour is observed with time. This is expected to arrise from the charge on a disslocation.,,FZ,boron,deformation,,,,,1,,,,,,,,,,,,,,,,,,,,,,
518,['Pt'],benton1982,benton,1982,[''],,Pt_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Pt__benton1982_1982_None,Ec-0.22,,,,"Emission rate at 1.8 ms at 114 K, quenched",,FZ,,,,9.999999999999999e-16,,,,,,,,,,,,,,,,,Pt_s_a.srh,,,,,,,,
519,['Pt'],benton1982_1,benton,1982,[''],,Pt_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Pt__benton1982_1_1982_None,Ec-0.30,,,,"Emission rate at 1.8 ms at 174 K, quenched",,FZ,,,,9.999999999999999e-16,,,,,,,,,,,,,,,,,,,,,,,,,
520,['Pt'],benton1982_2,benton,1982,[''],,Pt_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Pt__benton1982_2_1982_None,Ev+0.22,,,,"Emission rate at 1.8 ms at 87 K, quenched",,FZ,,,,,,,,,,,,,,,,,,,,,B_s_a.srh,,,,,,,,
677,['Mn'],benton1982_2,benton,1982,[''],,Mn_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Mn__benton1982_2_1982_None,Ec-0.41,,,,"Emission rate at 1.8 ms at 218 K, quenched",,,,,2e-15,,,,,,,,,,,,,,,,,,,,,,,,,,
803,"['B', 'Fe']",benton1982,benton,1982,"['', '']",,B_Fe_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,B_Fe__benton1982_1982_None,Ev+0.10,,,,"Emission rate at 1.8 ms at 59 K, quenched",,FZ,,,3.9999999999999995e-15,,,,,,,,,,,,,,,,,,FeB_i-s_d.srh,,,,,,,,
676,['Mn'],benton1982_1,benton,1982,[''],,Mn_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Mn__benton1982_1_1982_None,Ec-0.11,,,,"Emission rate at 1.8 ms at 68 K, quenched",,,,,,1e-15,,,,,,,,,,,,,,,,,,,,,,,,,
743,"['B', 'Fe']",wunstel1982_1,wunstel,1982,"['s', 'i']",d,B_sFe_i,None,Interstitial iron and iron-acceptor pairs in silicon,10.1007/BF00619081,DLTS-Cr,B_sFe_id_wunstel1982_1_1982_None,Ev+0.1,,,,,,FZ,boron,thermal,,,,,0.3-100,,,,,,,,,,,,,,,,,,,,,,
675,['Mn'],benton1982,benton,1982,[''],,Mn_,None,Capacitance Transient Spectroscopy of Trace Contamination in Silicon,10.1149/1.2124387,DLTS,Mn__benton1982_1982_None,Ev+0.13,,,,"Emission rate at 1.8 ms at 81 K, quenched",,,,,5e-16,,,,,,,,,,,,,,,,,,,,,,,,,,
694,['Cr'],weber1983,weber,1983,['i'],d,Cr_i,Ec-0.22,Transition metals in silicon,10.1007/BF00617708,review,Cr_id_weber1983_1983_Ec-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,"['B', 'Cr']",conzelmann1983,conzelmann,1983,"['s', 'i']",d,B_sCr_i,None,Chromium and chromium-boron pairs in silicon,10.1007/BF00620536,"DLTS, NA, sPL, EPR",B_sCr_id_conzelmann1983_1983_None,Ev+0.28,,,,"no thermal velocity was provided, it was assumed a thermal velocity of 2.046e7.",,,,,1e-14,,,,,,,,,,,,,,,,,,,,,,,,2e-15,,
703,"['B', 'Cr']",weber1983,weber,1983,"['s', 'i']",d,B_sCr_i,Ev+0.28,Transition metals in silicon,10.1007/BF00617708,review,B_sCr_id_weber1983_1983_Ev+0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,"['B', 'Cr']",conzelmann1983,conzelmann,1983,"['', '']",,B_Cr_,None,Chromium and chromium-boron pairs in silicon,10.1007/BF00620536,"DLTS, EPR, luminescence",B_Cr__conzelmann1983_1983_None,Ev+0.28,,,,,,"CZ,FZ",boron,thermal,1e-14,,,,May-00,,,,,,,,,,,,,,BCr_s-i_d.srh,,,,,,,,
1054,['Fe'],tavendale1983_1,tavendale,1983,[''],,Fe_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Fe__tavendale1983_1_1983_None,Ev+0.40,,,,,,FZ,boron,,,,,,20,,,,1e-18,,,,,,,,,,,,,,,,,,
1159,['W'],lemke1983,lemke,1983,[''],d,W_,None,Über die chemische Natur von Rekombinationszentren in Si-Leistungsbauelementen,10.1002/pssa.2210760265,DLTS,W_d_lemke1983_1983_None,,Ev+0.39,,,,,FZ,boron,,6.3e-1/1e7/1e8,,,1.05e6*T**2*exp(-0.376/kT),,,,,,,,,,,,,,,,,,,,,,,
693,['Cr'],kunio1983,kunio,1983,['i'],d,Cr_i,None,Defect levels in chromium-doped silicon,10.1016/0038-1101(83)90117-X,DLTS-Cr,Cr_id_kunio1983_1983_None,Ec-0.2,Ec-0.2,,,Two samples showed larger difference in measurements. Measured at 90 K.,,,,,,,,,,,,,,,1e-14,,,,,,,,,,,1.92e7*T**2*exp(-0.2/kT),,,,,
66,['V'],weber1983,weber,1983,['i'],d,V_i,Ec-0.45,Transition metals in silicon,10.1007/BF00617708,review,V_id_weber1983_1983_Ec-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,['Cr'],conzelmann1983,conzelmann,1983,['i'],d,Cr_i,None,Chromium and chromium-boron pairs in silicon,10.1007/BF00620536,"DLTS-Cr, NA, sPL, EPR",Cr_id_conzelmann1983_1983_None,Ec-0.2,Ec-0.2,,,"no thermal velocity was provided, it was assumed a thermal velocity of 2.046e7.",,,,,,2e-13,,,,,,,,,,,,,,,2e-15,,,,,,,,,,
431,['Mo'],lemke1983,lemke,1983,[''],d,Mo_,None,Über die chemische Natur von Rekombinationszentren in Si-Leistungsbauelementen,10.1002/pssa.2210760265,DLTS,Mo_d_lemke1983_1983_None,Ev+0.28,,,,Assumed thermal velocity of 1e7 measured at 110K,,,boron,diffusion,2e-8/1e7,,,,,,,,,,,150.0,,,,,,,Mo_i_d.srh,,,,,,,,
1080,['Fe'],weber1983,weber,1983,['i'],d,Fe_i,Ev+0.385,Transition metals in silicon,10.1007/BF00617708,review,Fe_id_weber1983_1983_Ev+0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,['Pt'],pearton1983,pearton,1983,['s'],a,Pt_s,None,Palladium‐ and platinum‐related levels in silicon: Effect of a hydrogen plasma,10.1063/1.332398,DLTS,Pt_sa_pearton1983_1983_None,Ec-0.28,,,,,,,boron,thermal,,3e-16,,,,,,,,,,,,,,,,,,,,,,,,,
531,['Pt'],pearton1983,pearton,1983,['s'],d,Pt_s,None,Palladium‐ and platinum‐related levels in silicon: Effect of a hydrogen plasma,10.1063/1.332398,DLTS,Pt_sd_pearton1983_1983_None,Ev+0.33,,,,,,,boron,thermal,,6e-16,,,,,,,,,,,,,,,,,,,,,,,,,
292,['Cu'],tavendale1983,tavendale,1983,[''],,Cu_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Cu__tavendale1983_1983_None,Ev+0.53,,,,Maybe lattice effects,,FZ,"boron, phosphorus",,,,,,20,,,,2e-16,,,,,,,,,,,,,,,,,,
410,['Ag'],tavendale1983,tavendale,1983,[''],,Ag_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Ag__tavendale1983_1983_None,Ev+0.48,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,4e-17,,,,,,,,,,,,,,,,,,
475,['Ti'],weber1983,weber,1983,['i'],d,Ti_i,Ec-0.28,Transition metals in silicon,10.1007/BF00617708,review,Ti_id_weber1983_1983_Ec-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,['Ti'],weber1983,weber,1983,['i'],a,Ti_i,Ec-0.08,Transition metals in silicon,10.1007/BF00617708,review,Ti_ia_weber1983_1983_Ec-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,['Ti'],weber1983,weber,1983,['i'],dd,Ti_i,Ev+0.25,Transition metals in silicon,10.1007/BF00617708,review,Ti_idd_weber1983_1983_Ev+0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,['V'],weber1983,weber,1983,['i'],dd,V_i,Ev+0.3,Transition metals in silicon,10.1007/BF00617708,review,V_idd_weber1983_1983_Ev+0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,['V'],weber1983,weber,1983,['i'],a,V_i,Ec-0.16,Transition metals in silicon,10.1007/BF00617708,review,V_ia_weber1983_1983_Ec-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,"['B', 'Fe']",weber1983,weber,1983,"['s', 'i']",d,B_sFe_i,Ev+0.1,Transition metals in silicon,10.1007/BF00617708,review,B_sFe_id_weber1983_1983_Ev+0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"['Si', 'Si']",brotherton1983,brotherton,1983,"['v', 'v']",,Si_vSi_v,None,Photoionization cross section of electron irradiation induced levels in silicon,10.1063/1.332732,"DLTS, CV-O",Si_vSi_v_brotherton1983_1983_None,Ev+0.204,,,,Measured other levels but it is unknown what they are,,"FZ, CZ",boron,irradiation,4E-16,,,,"66, 125, 7-10",,,,,,,,,,,,,,,,,,,,6e-17,,
1212,['Ni'],tavendale1983,tavendale,1983,[''],,Ni_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Ni__tavendale1983_1983_None,Ev+0.33,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,1.0000000000000001e-20,,,,,,,,,,,,,,,,,,
178,"['Fe', 'Ga']",weber1983,weber,1983,"['i', 's']",d,Fe_iGa_s,None,Transition metals in silicon,10.1007/BF00617708,review,Fe_iGa_sd_weber1983_1983_None,Ev+0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,['Pd'],pearton1983,pearton,1983,['s'],a,Pd_s,None,Palladium‐ and platinum‐related levels in silicon: Effect of a hydrogen plasma,10.1063/1.332398,DLTS,Pd_sa_pearton1983_1983_None,Ec-0.22,,,,"Assumed a typo in paper, for cross section. Paper lists 2e-4",,,boron,thermal,,2e-14,,,,,,,,,,80,,,,,,,,,,,,,,,
662,['Mn'],czaputa1983,czaputa,1983,['i'],d,Mn_i,Ec-0.4,Energy levels of interstitial manganese in silicon,10.1016/0038-1098(83)90549-5,"Hall, EPR",Mn_id_czaputa1983_1983_Ec-0.4,,,,,,,FZ,"boron, phosphorus",implantation,,,,,100,,,,,,,,,,,,,,,,,,,,,,
653,"['B', 'Mn']",weber1983,weber,1983,"['s', 'i']",d,B_sMn_i,Ec-0.55,Transition metals in silicon,10.1007/BF00617708,review,B_sMn_id_weber1983_1983_Ec-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,['Mn'],weber1983,weber,1983,['i'],a,Mn_i,Ec-0.11,Transition metals in silicon,10.1007/BF00617708,review,Mn_ia_weber1983_1983_Ec-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,['Mn'],czaputa1983,czaputa,1983,['i'],a,Mn_i,Ec-0.13,Energy levels of interstitial manganese in silicon,10.1016/0038-1098(83)90549-5,"Hall, EPR",Mn_ia_czaputa1983_1983_Ec-0.13,,,,,,,FZ,"boron, phosphorus",implantation,,,,,100,,,,,,,,,,,,,,,,,,,,,,
629,['Mn'],weber1983,weber,1983,['i'],dd,Mn_i,Ev+0.25,Transition metals in silicon,10.1007/BF00617708,review,Mn_idd_weber1983_1983_Ev+0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,['Mn'],czaputa1983,czaputa,1983,['i'],dd,Mn_i,Ev+0.3,Energy levels of interstitial manganese in silicon,10.1016/0038-1098(83)90549-5,"Hall, EPR",Mn_idd_czaputa1983_1983_Ev+0.3,,,,,,,FZ,"boron, phosphorus",implantation,,,,,100,,,,,,,,,,,,,,,,,,,,,,
1079,['Fe'],tavendale1983,tavendale,1983,['i'],d,Fe_i,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Fe_id_tavendale1983_1983_None,Ev+0.39,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,3e-17,,,,,,,,,,Fe_i_d.srh,,,,,,,,
934,['Au'],tavendale1983,tavendale,1983,[''],,Au_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Au__tavendale1983_1983_None,Ev+0.48,,,,Ev+0.53 also seen in this sample,,FZ,"boron, phosphorus",,,,,,20,,,,4e-17,,,,,,,,,,,,,,,,,,
636,['Mn'],czaputa1983,czaputa,1983,['p'],d,Mn_p,Ec-0.27,Energy levels of interstitial manganese in silicon,10.1016/0038-1098(83)90549-5,"Hall, EPR",Mn_pd_czaputa1983_1983_Ec-0.27,,,,,,,FZ,"boron, phosphorus",implantation,,,,,100,,,,,,,,,,,,,,,,,,,,,,
710,['Cr'],conzelmann1983,conzelmann,1983,['i'],,Cr_i,None,Chromium and chromium-boron pairs in silicon,10.1007/BF00620536,"DLTS, EPR, luminescence",Cr_i_conzelmann1983_1983_None,Ec-0.20,Ec-0.23,,,,,"CZ,FZ","boron, phosphorus",thermal,,2e-13,,,May-00,,,,,,,,,,,,,,,,,,,,,,
678,['Mn'],czaputa1983,czaputa,1983,[''],,Mn_,None,Energy levels of interstitial manganese in silicon,10.1016/0038-1098(83)90549-5,"Hall, EPR",Mn__czaputa1983_1983_None,Ev+0.17,,,,,,FZ,"boron, phosphorus",implantation,,,,,100,,,,,,,,,,,,,,,,,,,,,,
1177,['Pd'],pearton1983,pearton,1983,[''],d,Pd_,None,Palladium‐ and platinum‐related levels in silicon: Effect of a hydrogen plasma,10.1063/1.332398,DLTS,Pd_d_pearton1983_1983_None,Ev+0.32,,,,,,,boron,thermal,5e-16,,,,,,,,,,,160,,,,,,,,,,,,,,,
1053,['Fe'],tavendale1983,tavendale,1983,[''],,Fe_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Fe__tavendale1983_1983_None,Ev+0.39,,,,,,FZ,boron,,,,,,20,,,,3e-17,,,,,,,,,,Fe_i_d.srh,,,,,,,,
876,['Au'],tavendale1983,tavendale,1983,[''],d,Au_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS,Au_d_tavendale1983_1983_None,Ev+0.34,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,,,,,,,,,,,Au_s_d.srh,,,,,,,,
18,"['Fe', 'O']",tavendale1983,tavendale,1983,"['', '']",,Fe_O_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS-Cr,Fe_O__tavendale1983_1983_None,Ev+0.32,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,1.9999999999999998e-15,,,,,,,,,,,,,,,,,,
123,"['Al', 'Fe']",weber1983,weber,1983,"['s', 'i']",d,Al_sFe_i,Ev+0.21,Transition metals in silicon,10.1007/BF00617708,review,Al_sFe_id_weber1983_1983_Ev+0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,['Au'],tavendale1983,tavendale,1983,[''],a,Au_,None,"Deep level, quenched-in defects in silicon doped with gold, silver, iron, copper or nickel",10.1088/0022-3719/16/9/011,DLTS,Au_a_tavendale1983_1983_None,Ec-0.55,,,,,,FZ,"boron, phosphorus",,,,,,20,,,,,,,,,,,,,,Au_s_a.srh,,,,,,,,
663,['Mn'],weber1983,weber,1983,['i'],d,Mn_i,Ec-0.42,Transition metals in silicon,10.1007/BF00617708,review,Mn_id_weber1983_1983_Ec-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,['Ti'],wang1984,wang,1984,['i'],d,Ti_i,None,Complete electrical characterization of recombination properties of titanium in silicon,10.1063/1.334095,DLTS-CrMe,Ti_id_wang1984_1984_None,Ec-0.2666,Ec-0.2705,0.0018,,"Error in temperature coefficient not captured, first demonstration of all rates measured with an electrical bias. They forward bias a diode rather than optical bias. They varied the pulse height not the pulse width. While in the paper that titanium has been refereed to as being substitutional atom, but the reference that follows only uses it as a suggestion rather than an assignment.",,CZ,"boron, phosphorus",melt,,,0.0017,,,,,,1.35E-15,1.7e-15,2.57e-14*exp(0.0039/k/T),,,,,,,,,2.61e-7 * (T/300)**(0.01),,2.65e11*(T/300)**2*exp(-0.2666/kT),,,,4e-17,
923,"['Au', 'Fe']",brotherton1984,brotherton,1984,"['s', 'i']",a,Au_sFe_i,None,Electrical observation of the Au-Fe complex in silicon,10.1063/1.333149,"review, DLTS",Au_sFe_ia_brotherton1984_1984_None,Ec-0.354,,,,Rates are from fitting to a digitization of figure 3.,,,,,,,,,,,,,,,2e-15,,,,,,,,,,,5.28e7 * T**2 * exp(-0.352/kT),,,,,
912,"['Au', 'Fe']",brotherton1984,brotherton,1984,"['s', 'i']",d,Au_sFe_i,None,Electrical observation of the Au-Fe complex in silicon,10.1063/1.333149,"review, DLTS",Au_sFe_id_brotherton1984_1984_None,Ev+0.42,,,,Rates are from fitting to a digitization of figure 3.,,,,,2.6e-15,,,,,,,,,,,,,,,,,,,,,4.72e7 * T**2 * exp(-0.435/kT),,,,,
955,['Zn'],wang1984a,wang,1984,['s'],a,Zn_s,Ei-0.274,Electron capture at the two acceptor levels of a zinc center in silicon,10.1103/PhysRevB.30.5896,"TS-I, DLTS-Cr",Zn_sa_wang1984a_1984_Ei-0.274,Ev+0.326,,,,"Energy levels and capture cross sections not provided, these are calculated at 300 K.",,,boron,thermal,,,,7.41e12*(T/300) * exp(-0.326/kT),,,,,2.92e-15,,1.08e-15,,,,,,,,,4.16e-10 * (1-exp(-481/T))**(-20.1)*exp(-2.23/(exp(481/T)-1)),4.9e-8*(300/T)**(2.15),,,,,,
968,['Zn'],wang1984a,wang,1984,['s'],aa,Zn_s,None,Electron capture at the two acceptor levels of a zinc center in silicon,10.1103/PhysRevB.30.5896,"TS-I, DLTS-Cr",Zn_saa_wang1984a_1984_None,Ev+0.664,,,,"Energy levels and capture cross sections not provided, these are calculated at 300 K.",,,boron,thermal,,,,5.36e12*(T/300)**(-2) * exp(-0.644/kT),,,,,3.5e-15,,1.5e-19,,,,,,,,,3.03e-6 * T ** (-2/3) * exp(-(4.10e5/T)**(1/3)) * (1- exp(-584/T))**(-9.86) * exp(-2.8/(exp(585/T)-1)),5.72e-8 * (300/T)**(3.93),,,,,,
585,['H'],irmscher1984,irmscher,1984,['i'],d,H_i,None,Hydrogen-related deep levels in proton-bombarded silicon,10.1088/0022-3719/17/35/007,DLTS-M,H_id_irmscher1984_1984_None,Ec-0.20,,,,"Corrected for field effects. Filling faster than 50 nm for 10 Ohm cm. Assumed thermal velocity of 1.2e7 and 1e7 for electrons and holes retrospectively, evaluated at 80 K.",,,,,1e-8/1e7,2e-7/1.2e7,,,,,,,,,,,,,,,,,,1e-8,2e-7,2.3e13 * exp(-0.18/kT),,,,,
409,['Ag'],pearton1984,pearton,1984,[''],,Ag_,None,Electrical properties of deep silver- and iron-related centres in silicon,10.1088/0022-3719/17/36/023,DLTS-Cr,Ag__pearton1984_1984_None,Ev+0.29,,,,"Says is silver, but unlikely",,,"boron, phosphorus",thermal,,,,,7,,,,,,9e-18,,,,,,,,,,,,,,,,
401,['Ag'],pearton1984,pearton,1984,[''],a,Ag_,None,Electrical properties of deep silver- and iron-related centres in silicon,10.1088/0022-3719/17/36/023,DLTS,Ag_a_pearton1984_1984_None,Ec-0.54,,,,,,,"boron, phosphorus",thermal,,1e-14,,,7,,,,,,,,,,,,,,Ag_s_d.srh,,,,,,,,
492,['Ti'],wang1984,wang,1984,['i'],dd,Ti_i,None,Complete electrical characterization of recombination properties of titanium in silicon,10.1063/1.334095,DLTS-CrMe,Ti_idd_wang1984_1984_None,,Ev+0.255,,,"Error in temperature coefficient of the values recorded here was not captured. This is the first demonstration of all rates measured with an electrical bias. They vaired the pulse height not the pulse width. They forward bias a diode rather than  optical bias. While in the paper that titanium has been refereed to as being substitutional atom, but the reference that follows only uses it as a suggestion rather than an assignment.",,CZ,"boron, phosphorus",melt,,,,2.02e10*(T/300)**2*exp(-0.2819/kT),,,,,1.09e-16*exp(-0.027/kT),5e-16,1.3e-14*(300/T)**1.02,,,,,,,,,1.26e-7 * (300/T)**(0.61),1.24e-9 * exp(-0.0302/kT),,,,,1.4e-17,
804,"['B', 'Fe']",chantre1985,chantre,1985,"['', '']",,B_Fe_,Ev+0.1,Metastable-defect behavior in silicon: Charge-state-controlled reorientation of iron-aluminum pairs,10.1103/PhysRevB.31.7979,,B_Fe__chantre1985_1985_Ev+0.1,,,,,"Data published in inaccessible conference paper, and reprinted here. For <111> configuration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,"['B', 'Fe']",chantre1985_1,chantre,1985,"['', '']",,B_Fe_,Ev+0.03,Metastable-defect behavior in silicon: Charge-state-controlled reorientation of iron-aluminum pairs,10.1103/PhysRevB.31.7979,theory,B_Fe__chantre1985_1_1985_Ev+0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
